,mean,std,cv
pronese.jsonl.gz,1.0,0.0,0.0
disqus_IWWgquRmrA.jsonl.gz,1.0,0.0,0.0
Prc90s.jsonl.gz,1.0,0.0,0.0
disqus_8c8uiQjf0V.jsonl.gz,1.0,0.0,0.0
bob1ter.jsonl.gz,1.0,0.0,0.0
nedtyson.jsonl.gz,1.0,0.0,0.0
ccoffer.jsonl.gz,1.0,0.0,0.0
camillecazedessus.jsonl.gz,1.0,0.0,0.0
LonestarFree64.jsonl.gz,1.0,0.0,0.0
ronaldmeyer.jsonl.gz,1.0,0.0,0.0
jamesplaisted.jsonl.gz,1.0,0.0,0.0
inspect228.jsonl.gz,1.0,0.0,0.0
timva1.jsonl.gz,1.0,0.0,0.0
disqus_nQzkJ2TgD4.jsonl.gz,1.0,0.0,0.0
stephenpointer.jsonl.gz,1.0,0.0,0.0
phirstlasname.jsonl.gz,1.0,0.0,0.0
kuiperdasniper.jsonl.gz,1.0,0.0,0.0
Tractorbeam.jsonl.gz,1.0,0.0,0.0
disqus_mxkXQXxkcM.jsonl.gz,1.0,0.0,0.0
disqus_rTyRO2KPb6.jsonl.gz,1.0,0.0,0.0
FridayMonkey.jsonl.gz,1.0,0.0,0.0
franktomasic.jsonl.gz,1.0,0.0,0.0
howardturner.jsonl.gz,1.0,0.0,0.0
darylrevok.jsonl.gz,1.0,0.0,0.0
raymehan.jsonl.gz,1.0,0.0,0.0
disqus_XNdK5iGqdr.jsonl.gz,1.0,0.0,0.0
Jeff_Sevakram.jsonl.gz,1.0,0.0,0.0
robert_watt.jsonl.gz,1.0,0.0,0.0
Danubelieve.jsonl.gz,1.0,0.0,0.0
disqus_qVuQhXsdOL.jsonl.gz,1.0,0.0,0.0
disqus_7hVFpLpg7k.jsonl.gz,1.0,0.0,0.0
disqus_llPjp0sAH4.jsonl.gz,1.0,0.0,0.0
vernonweiss.jsonl.gz,1.0,0.0,0.0
raymondpeentner.jsonl.gz,1.0,0.0,0.0
bosco127.jsonl.gz,1.0,0.0,0.0
disqus_XcoW68ydoH.jsonl.gz,1.0,0.0,0.0
mikemaliska.jsonl.gz,1.0,0.0,0.0
lifelongcitizen59.jsonl.gz,1.0,0.0,0.0
dwightbailey.jsonl.gz,1.0,0.0,0.0
62peppe62.jsonl.gz,1.0,0.0,0.0
xXxMExXx.jsonl.gz,1.0,0.0,0.0
davidpleasant.jsonl.gz,1.0,0.0,0.0
jeremybullard.jsonl.gz,1.0,0.0,0.0
mlhouse.jsonl.gz,1.0,0.0,0.0
SpookyFoxMulder.jsonl.gz,1.0,0.0,0.0
spridget.jsonl.gz,1.0,0.0,0.0
deftpoet.jsonl.gz,1.0,0.0,0.0
disqus_G6j7xQAb8O.jsonl.gz,1.0,0.0,0.0
disqus_fKAhHpgS4x.jsonl.gz,1.0,0.0,0.0
disqus_N4b3pj88Jx.jsonl.gz,1.0,0.0,0.0
metallicknight2.jsonl.gz,1.0,0.0,0.0
disqus_W7pxH5CnDv.jsonl.gz,1.0,0.0,0.0
disqus_qztH8bUB8M.jsonl.gz,1.0,0.0,0.0
disqus_9N89HlGSYP.jsonl.gz,1.0,0.0,0.0
disqus_breIOzPorh.jsonl.gz,1.0,0.0,0.0
billfromaz.jsonl.gz,1.0,0.0,0.0
SpaceEagle.jsonl.gz,1.0,0.0,0.0
dn_herrmann.jsonl.gz,1.0,0.0,0.0
disqus_pBH9CHxHTe.jsonl.gz,1.0,0.0,0.0
disqus_xh9WiOck92.jsonl.gz,1.0,0.0,0.0
knowitall57.jsonl.gz,1.0,0.0,0.0
standforchrist.jsonl.gz,1.0,0.0,0.0
disqus_xOSi2iXpjJ.jsonl.gz,1.0,0.0,0.0
gdfairy.jsonl.gz,1.0,0.0,0.0
disqus_exbd6mQpLh.jsonl.gz,1.0,0.0,0.0
Loudelk99.jsonl.gz,1.0,0.0,0.0
disqus_b4K24GvvHv.jsonl.gz,1.0,0.0,0.0
spotswood.jsonl.gz,1.0,0.0,0.0
CruxFiveTen.jsonl.gz,1.0,0.0,0.0
propercharlie.jsonl.gz,1.0,0.0,0.0
bob_cleveland.jsonl.gz,1.0,0.0,0.0
nolff.jsonl.gz,1.0,0.0,0.0
disqus_G4okF8abyD.jsonl.gz,1.0,0.0,0.0
mo_jangles.jsonl.gz,1.0,0.0,0.0
edresleff.jsonl.gz,1.0,0.0,0.0
disqus_OByXJbBilJ.jsonl.gz,1.0,0.0,0.0
terrie_ballman.jsonl.gz,1.0,0.0,0.0
DOJennies.jsonl.gz,1.0,0.0,0.0
madeleine7.jsonl.gz,1.0,0.0,0.0
skepticiam.jsonl.gz,1.0,0.0,0.0
marcbonelli.jsonl.gz,1.0,0.0,0.0
Sickenedbytheleft.jsonl.gz,1.0,0.0,0.0
pickeljuavez.jsonl.gz,1.0,0.0,0.0
disqus_P7lHvmvPv6.jsonl.gz,1.0,0.0,0.0
disqus_9V3vmdr984.jsonl.gz,1.0,0.0,0.0
tromba99.jsonl.gz,1.0,0.0,0.0
MrBilly_d.jsonl.gz,1.0,0.0,0.0
joesackett.jsonl.gz,1.0,0.0,0.0
stevendavidcessna.jsonl.gz,1.0,0.0,0.0
herxheim.jsonl.gz,1.0,0.0,0.0
houstonbaynes.jsonl.gz,1.0,0.0,0.0
christopherkonway.jsonl.gz,1.0,0.0,0.0
Jett_Rink.jsonl.gz,1.0,0.0,0.0
cravinbob.jsonl.gz,2.0,0.0,0.0
brucedbudnik.jsonl.gz,1.0,0.0,0.0
alldayevrryday.jsonl.gz,1.0,0.0,0.0
cynthiarobinson.jsonl.gz,1.0,0.0,0.0
fred_cox.jsonl.gz,1.0,0.0,0.0
brucethegolfer.jsonl.gz,1.0,0.0,0.0
ken_wolfe.jsonl.gz,1.0,0.0,0.0
disqus_lRKZyfrHGs.jsonl.gz,1.0,0.0,0.0
jlambie.jsonl.gz,1.0,0.0,0.0
Petek1.jsonl.gz,1.0,0.0,0.0
izzyi1.jsonl.gz,1.0,0.0,0.0
rafaelaguilo.jsonl.gz,1.0,0.0,0.0
janssen86.jsonl.gz,1.0,0.0,0.0
disqus_6ne4lobNs3.jsonl.gz,1.0,0.0,0.0
disqus_jwwaYlQeE7.jsonl.gz,1.0,0.0,0.0
slimkendall.jsonl.gz,1.0,0.0,0.0
dgovoni.jsonl.gz,1.0,0.0,0.0
gregknight.jsonl.gz,1.0,0.0,0.0
brianmckinny.jsonl.gz,1.0,0.0,0.0
SeanThomes.jsonl.gz,1.0,0.0,0.0
disqus_OeEeW3sU2c.jsonl.gz,1.0,0.0,0.0
disqus_6Age5cmzHs.jsonl.gz,1.0,0.0,0.0
DrStruggle.jsonl.gz,1.0,0.0,0.0
mako77.jsonl.gz,1.0,0.0,0.0
DoctorTecate.jsonl.gz,1.0,0.0,0.0
disqus_2Rh3WLW5Uf.jsonl.gz,1.0,0.0,0.0
thompiper.jsonl.gz,1.0,0.0,0.0
WalterFeldman.jsonl.gz,1.0,0.0,0.0
trumpetguy1.jsonl.gz,1.0,0.0,0.0
joe_blues.jsonl.gz,1.0,0.0,0.0
confederate53.jsonl.gz,1.0,0.0,0.0
robertwhisner.jsonl.gz,1.0,0.0,0.0
per_strandberg.jsonl.gz,1.0,0.0,0.0
billloeb.jsonl.gz,1.0,0.0,0.0
kg4219.jsonl.gz,1.0,0.0,0.0
disqus_v16gmDrnUn.jsonl.gz,1.0,0.0,0.0
stuartbiliack.jsonl.gz,1.0,0.0,0.0
ta2025.jsonl.gz,1.0,0.0,0.0
dstemont.jsonl.gz,1.0,0.0,0.0
dansaylor.jsonl.gz,1.0,0.0,0.0
NV912er.jsonl.gz,1.0,0.0,0.0
94912070.jsonl.gz,1.0,0.0,0.0
Dennis409.jsonl.gz,1.0,0.0,0.0
disqus_uFh7icYVOg.jsonl.gz,1.0,0.0,0.0
docbschueler.jsonl.gz,1.0,0.0,0.0
dougmeade.jsonl.gz,1.0,0.0,0.0
guycocoa.jsonl.gz,1.0,0.0,0.0
allengodwin.jsonl.gz,1.0,0.0,0.0
orangeshell.jsonl.gz,1.0,0.0,0.0
plasticmind.jsonl.gz,1.0,0.0,0.0
VinceBrown12.jsonl.gz,1.0,0.0,0.0
alibaba7177.jsonl.gz,1.0,0.0,0.0
localman22.jsonl.gz,1.0,0.0,0.0
disqus_ayGlJfSJ3a.jsonl.gz,1.0,0.0,0.0
gailtrocchio.jsonl.gz,2.0,0.0,0.0
IAMTHEGTC.jsonl.gz,1.0,0.0,0.0
brianbigelow.jsonl.gz,1.0,0.0,0.0
disqus_3Kd7V2SJjs.jsonl.gz,1.0,0.0,0.0
adamwiederholt.jsonl.gz,1.0,0.0,0.0
capitol_guy.jsonl.gz,1.0,0.0,0.0
wuzup40.jsonl.gz,1.0,0.0,0.0
jimbancroft.jsonl.gz,1.0,0.0,0.0
heatheraburns.jsonl.gz,1.0,0.0,0.0
dennislayers.jsonl.gz,1.0,0.0,0.0
Hetware.jsonl.gz,1.0,0.0,0.0
cathycunningham.jsonl.gz,1.0,0.0,0.0
OldUncleDave.jsonl.gz,1.0,0.0,0.0
Squashy1.jsonl.gz,1.0,0.0,0.0
disqus_jjMwcbH3FX.jsonl.gz,1.0,0.0,0.0
RussellRightWing.jsonl.gz,1.0,0.0,0.0
cheddarlump.jsonl.gz,1.0,0.0,0.0
IndependentLefty.jsonl.gz,1.0,0.0,0.0
leoraamdur.jsonl.gz,1.0,0.0,0.0
adiabat.jsonl.gz,1.0,0.0,0.0
michaelyard.jsonl.gz,1.0,0.0,0.0
disqus_4MHcHniOwi.jsonl.gz,1.0,0.0,0.0
JSIG2073.jsonl.gz,1.0,0.0,0.0
jay_diggity.jsonl.gz,1.0,0.0,0.0
andiwwjd.jsonl.gz,1.0,0.0,0.0
disqus_c6F82H2PgU.jsonl.gz,1.0,0.0,0.0
dankleitman.jsonl.gz,1.0,0.0,0.0
Savvysleep.jsonl.gz,1.0,0.0,0.0
billvoltmer.jsonl.gz,1.0,0.0,0.0
disqus_kXDtny2P30.jsonl.gz,1.0,0.0,0.0
putrdriver.jsonl.gz,1.0,0.0,0.0
Pheddupp.jsonl.gz,1.0,0.0,0.0
freedomtech.jsonl.gz,1.0,0.0,0.0
timbushong.jsonl.gz,1.0,0.0,0.0
disqus_nH3O8A6Tr9.jsonl.gz,1.0,0.0,0.0
disqus_NrTtsHmJ49.jsonl.gz,1.0,0.0,0.0
Goldbeard.jsonl.gz,1.0,0.0,0.0
disqus_wUNXyYOeLF.jsonl.gz,1.0,0.0,0.0
disqus_stF4gU3jho.jsonl.gz,1.0,0.0,0.0
rickshaftan.jsonl.gz,1.0,0.0,0.0
barbalicous.jsonl.gz,3.0,0.0,0.0
theburbs.jsonl.gz,1.0,0.0,0.0
letters2mary.jsonl.gz,1.0,0.0,0.0
alexdihes.jsonl.gz,1.0,0.0,0.0
jimmuse.jsonl.gz,1.0,0.0,0.0
cb496.jsonl.gz,1.0,0.0,0.0
disqus_a84TTpDtVp.jsonl.gz,1.0,0.0,0.0
teresafarm.jsonl.gz,1.0,0.0,0.0
disqus_L40obzvCzx.jsonl.gz,1.0,0.0,0.0
disqus_7xBqRb6jLm.jsonl.gz,1.0,0.0,0.0
disqus_jGd1SWMK25.jsonl.gz,1.0,0.0,0.0
RoLoPolo.jsonl.gz,1.0,0.0,0.0
rusprt.jsonl.gz,1.0,0.0,0.0
michaelgoglesby.jsonl.gz,1.0,0.0,0.0
JTHC75.jsonl.gz,1.0,0.0,0.0
Outcountry.jsonl.gz,1.0,0.0,0.0
markasanders.jsonl.gz,1.0,0.0,0.0
disqus_4cJFiunIab.jsonl.gz,1.0,0.0,0.0
itstimetheleftleft.jsonl.gz,1.0,0.0,0.0
veritas499.jsonl.gz,1.0,0.0,0.0
baseballmaven.jsonl.gz,1.0,0.0,0.0
NonieD.jsonl.gz,1.0,0.0,0.0
bill_haire.jsonl.gz,1.0,0.0,0.0
bofinger.jsonl.gz,1.0,0.0,0.0
tony_follett.jsonl.gz,1.0,0.0,0.0
disqus_DEyDqW4v3z.jsonl.gz,1.0,0.0,0.0
ExitOnlyThisWay.jsonl.gz,1.0,0.0,0.0
disqus_ur8x4ouKjj.jsonl.gz,1.0,0.0,0.0
disqus_eXWaA8Vfpm.jsonl.gz,1.0,0.0,0.0
disqus_YrBgV6k1xL.jsonl.gz,1.0,0.0,0.0
BobinCal.jsonl.gz,1.0,0.0,0.0
disqus_bxaCCtOfEN.jsonl.gz,1.0,0.0,0.0
bjjace1.jsonl.gz,1.0,0.0,0.0
LoboVNV.jsonl.gz,1.0,0.0,0.0
disqus_rQljeuZ4GH.jsonl.gz,1.0,0.0,0.0
disqus_6Ja90coATl.jsonl.gz,1.0,0.0,0.0
ArizonaMomma.jsonl.gz,1.0,0.0,0.0
david_eisenberg.jsonl.gz,1.0,0.0,0.0
susanneworboissinnhuber.jsonl.gz,1.0,0.0,0.0
disqus_KYHwLMdNUl.jsonl.gz,1.0,0.0,0.0
aaronboardman.jsonl.gz,1.0,0.0,0.0
shoreman2.jsonl.gz,1.0,0.0,0.0
daryleculler.jsonl.gz,1.0,0.0,0.0
chrisdalton.jsonl.gz,1.0,0.0,0.0
disqus_Hp6ZVj9xnv.jsonl.gz,1.0,0.0,0.0
AMINEXT1.jsonl.gz,1.0,0.0,0.0
dan_robert_s.jsonl.gz,1.0,0.0,0.0
disqus_qRSxkJgk8Z.jsonl.gz,1.0,0.0,0.0
Esoteric82.jsonl.gz,3.0,0.0,0.0
disqus_5mKOt5Iqhl.jsonl.gz,1.0,0.0,0.0
SagacityHappens.jsonl.gz,1.0,0.0,0.0
Frododlb.jsonl.gz,1.0,0.0,0.0
flashriver.jsonl.gz,1.0,0.0,0.0
disqus_zSmuYOrIMx.jsonl.gz,1.0,0.0,0.0
Tommyd1946.jsonl.gz,1.0,0.0,0.0
disqus_oFikI5twGk.jsonl.gz,1.0,0.0,0.0
uhtoooh.jsonl.gz,1.0,0.0,0.0
disqus_U177lu3GVp.jsonl.gz,1.0,0.0,0.0
Theoldsarge.jsonl.gz,1.0,0.0,0.0
disqus_Rick.jsonl.gz,1.0,0.0,0.0
genoendicott.jsonl.gz,1.0,0.0,0.0
FakeBillyTubbs.jsonl.gz,1.0,0.0,0.0
loricornish.jsonl.gz,1.0,0.0,0.0
disqus_mcsPdAWAcs.jsonl.gz,1.0,0.0,0.0
catsunn.jsonl.gz,1.0,0.0,0.0
geraldgriggs.jsonl.gz,1.0,0.0,0.0
Blackhawk16.jsonl.gz,1.0,0.0,0.0
caewingrn.jsonl.gz,1.0,0.0,0.0
disqus_MIN5XP3ve9.jsonl.gz,1.0,0.0,0.0
disqus_zxH08tsJC0.jsonl.gz,1.0,0.0,0.0
disqus_pUfKQGO5aL.jsonl.gz,1.0,0.0,0.0
mikephelan.jsonl.gz,1.0,0.0,0.0
yvobalcer.jsonl.gz,1.0,0.0,0.0
dbrin.jsonl.gz,1.0,0.0,0.0
disqus_mMigXSSvAo.jsonl.gz,1.0,0.0,0.0
jus1dave.jsonl.gz,1.0,0.0,0.0
perrydehavilland.jsonl.gz,1.0,0.0,0.0
signcut.jsonl.gz,1.0,0.0,0.0
williamjamesward.jsonl.gz,1.0,0.0,0.0
disqus_VOfcqBF6ox.jsonl.gz,1.0,0.0,0.0
bartbatten.jsonl.gz,1.0,0.0,0.0
billydavie.jsonl.gz,1.0,0.0,0.0
disqus_gGIBQCX12W.jsonl.gz,1.0,0.0,0.0
rwordplay.jsonl.gz,1.0,0.0,0.0
dragonpriest.jsonl.gz,1.0,0.0,0.0
Concerned0111.jsonl.gz,1.0,0.0,0.0
michaelmassa.jsonl.gz,1.0,0.0,0.0
angelahemphillhogan.jsonl.gz,1.0,0.0,0.0
orenlamm.jsonl.gz,1.0,0.0,0.0
bobcman.jsonl.gz,1.0,0.0,0.0
gerry_austin.jsonl.gz,1.0,0.0,0.0
davidpeddicord.jsonl.gz,1.0,0.0,0.0
RichGimmel.jsonl.gz,1.0,0.0,0.0
emissaryaziontemplars.jsonl.gz,1.0,0.0,0.0
hagopian1.jsonl.gz,1.0,0.0,0.0
lincolnesque.jsonl.gz,1.0,0.0,0.0
Gman79.jsonl.gz,1.0,0.0,0.0
jerrygeromino.jsonl.gz,1.0,0.0,0.0
John5720.jsonl.gz,1.0,0.0,0.0
walk23.jsonl.gz,1.0,0.0,0.0
disqus_c8IGqhPE5R.jsonl.gz,1.0,0.0,0.0
williamdush.jsonl.gz,1.0,0.0,0.0
saylittlealot.jsonl.gz,1.0,0.0,0.0
disqus_FN7cJ9Rlq0.jsonl.gz,1.0,0.0,0.0
Seer1165.jsonl.gz,1.0,0.0,0.0
nobiggov.jsonl.gz,1.0,0.0,0.0
Heyna_or_no.jsonl.gz,1.0,0.0,0.0
flashman1954.jsonl.gz,1.0,0.0,0.0
bbdev-70d2da6e208ce6ab25d2180830fe77a9.jsonl.gz,1.0,0.0,0.0
Hardwood83.jsonl.gz,1.0,0.0,0.0
DSchrader.jsonl.gz,1.0,0.0,0.0
brunokorschek.jsonl.gz,1.0,0.0,0.0
karenkalaska.jsonl.gz,1.0,0.0,0.0
rmvalentine.jsonl.gz,1.0,0.0,0.0
disqus_U7yAZVkA1M.jsonl.gz,1.0,0.0,0.0
terribreslau.jsonl.gz,1.0,0.0,0.0
tbolderman.jsonl.gz,1.0,0.0,0.0
dabersdo.jsonl.gz,1.0,0.0,0.0
bobbutterworth.jsonl.gz,1.0,0.0,0.0
trip20bep.jsonl.gz,1.0,0.0,0.0
robstoddard.jsonl.gz,1.0,0.0,0.0
fishbreadth.jsonl.gz,1.0,0.0,0.0
jadeddude.jsonl.gz,1.0,0.0,0.0
disqus_XtHhr97jHT.jsonl.gz,1.0,0.0,0.0
TwinCVaniLLa.jsonl.gz,1.0,0.0,0.0
Slop_j30.jsonl.gz,1.0,0.0,0.0
disqus_VTS4jzBVa4.jsonl.gz,1.0,0.0,0.0
randolphscott50.jsonl.gz,1.0,0.0,0.0
timetraveler44.jsonl.gz,1.0,0.0,0.0
roytatsuosekine.jsonl.gz,1.0,0.0,0.0
tc1000.jsonl.gz,1.0,0.0,0.0
disqus_UWY9LAoI7L.jsonl.gz,1.0,0.0,0.0
Liberty4Am.jsonl.gz,1.0,0.0,0.0
DBTurkey.jsonl.gz,1.0,0.0,0.0
disqus_2Vk2ZoxOPX.jsonl.gz,1.0,0.0,0.0
captsinkaolcom.jsonl.gz,1.0,0.0,0.0
disqus_elcP9caA2O.jsonl.gz,1.0,0.0,0.0
disqus_61NuGoCgTB.jsonl.gz,1.0,0.0,0.0
disqus_xa9yIy16Lf.jsonl.gz,1.0,0.0,0.0
alfredrhavel.jsonl.gz,1.0,0.0,0.0
michaelbednarz.jsonl.gz,1.0,0.0,0.0
injungt40.jsonl.gz,1.0,0.0,0.0
marine_viet_vet.jsonl.gz,1.0,0.0,0.0
Strongsong.jsonl.gz,1.0,0.0,0.0
esthersch.jsonl.gz,1.0,0.0,0.0
dong_ha68.jsonl.gz,1.0,0.0,0.0
Mark_BLR.jsonl.gz,1.0,0.0,0.0
disqus_WKR8pGfbpn.jsonl.gz,1.0,0.0,0.0
disqus_bpmZ5WNIGP.jsonl.gz,1.0,0.0,0.0
mathiasbjorkman.jsonl.gz,1.0,0.0,0.0
matt_hoover.jsonl.gz,1.0,0.0,0.0
disqus_YUdctuFwk4.jsonl.gz,1.0,0.0,0.0
disqus_k1CRPk2Gdw.jsonl.gz,1.0,0.0,0.0
Yosemitemike.jsonl.gz,1.0,0.0,0.0
reg45.jsonl.gz,1.0,0.0,0.0
disqus_HMUDkERfEB.jsonl.gz,1.0,0.0,0.0
DogmanII.jsonl.gz,1.0,0.0,0.0
wherethefigari.jsonl.gz,1.0,0.0,0.0
kevin_lehman.jsonl.gz,1.0,0.0,0.0
davestump.jsonl.gz,1.0,0.0,0.0
tommoulthrop.jsonl.gz,1.0,0.0,0.0
disqus_k1WHKlYGB7.jsonl.gz,1.0,0.0,0.0
jennblesh.jsonl.gz,1.0,0.0,0.0
wmhoad.jsonl.gz,1.0,0.0,0.0
jodiwb.jsonl.gz,1.0,0.0,0.0
WomanWhisperer.jsonl.gz,1.0,0.0,0.0
TNTom.jsonl.gz,1.0,0.0,0.0
stevensigmon.jsonl.gz,1.0,0.0,0.0
disqus_Weo1kvmnA6.jsonl.gz,1.0,0.0,0.0
johnseney.jsonl.gz,1.0,0.0,0.0
disqus_eUGMpH4YsR.jsonl.gz,1.0,0.0,0.0
disqus_afLY7R7Kk7.jsonl.gz,1.0,0.0,0.0
40Helen60.jsonl.gz,1.0,0.0,0.0
disqus_GRO6gnq5cx.jsonl.gz,1.0,0.0,0.0
1BenTover1.jsonl.gz,1.0,0.0,0.0
AlasBabylon.jsonl.gz,1.0,0.0,0.0
georgecarnahan.jsonl.gz,1.0,0.0,0.0
Doppie9.jsonl.gz,1.0,0.0,0.0
29mike.jsonl.gz,1.0,0.0,0.0
disqus_HNMIDvMBYU.jsonl.gz,1.0,0.0,0.0
johnchism.jsonl.gz,1.0,0.0,0.0
darsco.jsonl.gz,1.0,0.0,0.0
stonepr.jsonl.gz,1.0,0.0,0.0
tokira.jsonl.gz,1.0,0.0,0.0
VintageContralto.jsonl.gz,1.0,0.0,0.0
disqus_Sbu1svyLFu.jsonl.gz,1.0,0.0,0.0
elman1962.jsonl.gz,1.0,0.0,0.0
johnmarcincavage.jsonl.gz,1.0,0.0,0.0
avoiceinthewilderness.jsonl.gz,1.0,0.0,0.0
jdobbinsPHD.jsonl.gz,1.0,0.0,0.0
GaJoe1950.jsonl.gz,1.0,0.0,0.0
CAfan.jsonl.gz,1.0,0.0,0.0
disqus_fv7fmoTLEn.jsonl.gz,1.0,0.0,0.0
Gregale.jsonl.gz,1.0,0.0,0.0
zyklon_ben.jsonl.gz,2.0,0.0,0.0
FEMMEONE.jsonl.gz,1.0,0.0,0.0
robertbobvincent.jsonl.gz,1.0,0.0,0.0
stonebarrington.jsonl.gz,1.0,0.0,0.0
disqus_PR7AKmfWMx.jsonl.gz,1.0,0.0,0.0
thomath.jsonl.gz,1.0,0.0,0.0
disqus_vh5Me20eOv.jsonl.gz,1.0,0.0,0.0
bill_petrey.jsonl.gz,1.0,0.0,0.0
disqus_cPMQFWEKTT.jsonl.gz,1.0,0.0,0.0
disqus_Rtc232LU8j.jsonl.gz,1.0,0.0,0.0
bobmaroldy.jsonl.gz,2.0,0.0,0.0
Dr_Maturin.jsonl.gz,1.0,0.0,0.0
BarLar50.jsonl.gz,1.0,0.0,0.0
thomastuchalski.jsonl.gz,1.0,0.0,0.0
helpmaboab.jsonl.gz,1.0,0.0,0.0
disqus_kCBiYPQsup.jsonl.gz,1.0,0.0,0.0
Zzznorch.jsonl.gz,1.0,0.0,0.0
homefrontfreedomcom.jsonl.gz,1.0,0.0,0.0
disqus_WsBdZYGGB9.jsonl.gz,3.0,0.0,0.0
DC777777.jsonl.gz,1.0,0.0,0.0
bpbmint.jsonl.gz,1.0,0.0,0.0
xlibrl.jsonl.gz,1.0,0.0,0.0
Jeff1070.jsonl.gz,1.0,0.0,0.0
disqus_72MANAFYvC.jsonl.gz,1.0,0.0,0.0
tigerblood53.jsonl.gz,1.0,0.0,0.0
lorensmith.jsonl.gz,1.0,0.0,0.0
avigottlieb.jsonl.gz,1.0,0.0,0.0
Boomstick101.jsonl.gz,1.0,0.0,0.0
disqus_N0I1DdKYpJ.jsonl.gz,1.0,0.0,0.0
disqus_rtc2PezYhl.jsonl.gz,1.0,0.0,0.0
SSngltn1.jsonl.gz,1.0,0.0,0.0
ToughStuff2012.jsonl.gz,1.0,0.0,0.0
moonwatcher2001.jsonl.gz,1.0,0.0,0.0
taxmania.jsonl.gz,1.0,0.0,0.0
rman17.jsonl.gz,1.0,0.0,0.0
daviejohn.jsonl.gz,1.0,0.0,0.0
johnlengemann.jsonl.gz,1.0,0.0,0.0
disqus_lwJf5Nq2SO.jsonl.gz,1.0,0.0,0.0
18_18.jsonl.gz,1.0,0.0,0.0
disqus_3AnUJKZwqi.jsonl.gz,1.0,0.0,0.0
disqus_B1gIwIqAsQ.jsonl.gz,1.0,0.0,0.0
disqus_3GUbpHzAIE.jsonl.gz,1.0,0.0,0.0
dcruff.jsonl.gz,1.0,0.0,0.0
djbarry.jsonl.gz,1.0,0.0,0.0
successfulmomma.jsonl.gz,1.0,0.0,0.0
colfordbennet.jsonl.gz,1.0,0.0,0.0
disqus_32g21wux4b.jsonl.gz,1.0,0.0,0.0
disqus_SRLCc4WM07.jsonl.gz,1.0,0.0,0.0
pugmacy.jsonl.gz,1.0,0.0,0.0
kreg_atterberry.jsonl.gz,1.0,0.0,0.0
disqus_UGnCO1bU9a.jsonl.gz,1.0,0.0,0.0
osearcaigh.jsonl.gz,1.0,0.0,0.0
davidrmarsh.jsonl.gz,1.0,0.0,0.0
erictaller.jsonl.gz,1.0,0.0,0.0
mizteri.jsonl.gz,1.0,0.0,0.0
disqus_qUfNhztiSE.jsonl.gz,1.0,0.0,0.0
Americanswede.jsonl.gz,1.0,0.0,0.0
disqus_I46wqeABhK.jsonl.gz,1.0,0.0,0.0
Madison431.jsonl.gz,1.0,0.0,0.0
disqus_lIY2Lu8dwv.jsonl.gz,1.0,0.0,0.0
milliemom.jsonl.gz,1.0,0.0,0.0
1Hoss.jsonl.gz,1.0,0.0,0.0
irene_matthews.jsonl.gz,1.0,0.0,0.0
disqus_xdFc4rtLHc.jsonl.gz,1.0,0.0,0.0
HuntSte.jsonl.gz,1.0,0.0,0.0
cliffordmaddox.jsonl.gz,1.0,0.0,0.0
constellation.jsonl.gz,1.0,0.0,0.0
larryburks.jsonl.gz,1.0,0.0,0.0
disqus_2Pe0otQQCj.jsonl.gz,1.0,0.0,0.0
Primate_Supremo.jsonl.gz,1.0,0.0,0.0
truthseeker360.jsonl.gz,1.0,0.0,0.0
capitalistcrusader.jsonl.gz,1.0,0.0,0.0
disqus_DYcSl258xl.jsonl.gz,1.0,0.0,0.0
demeaningplebney.jsonl.gz,1.0,0.0,0.0
mbs235.jsonl.gz,1.0,0.0,0.0
Hoth.jsonl.gz,1.0,0.0,0.0
rAudiOne.jsonl.gz,1.0,0.0,0.0
disqus_z6ZDG6IgjR.jsonl.gz,1.0,0.0,0.0
OldKhem.jsonl.gz,1.0,0.0,0.0
disqus_OsvBcoR8nN.jsonl.gz,1.0,0.0,0.0
disqus_T20QK2klAm.jsonl.gz,1.0,0.0,0.0
wjbtms.jsonl.gz,1.0,0.0,0.0
budbromley3.jsonl.gz,1.0,0.0,0.0
jaysonhuggins.jsonl.gz,1.0,0.0,0.0
NorthstarMN.jsonl.gz,1.0,0.0,0.0
rvishome.jsonl.gz,1.0,0.0,0.0
darkart1.jsonl.gz,1.0,0.0,0.0
KevindF.jsonl.gz,1.0,0.0,0.0
mikeflores.jsonl.gz,1.0,0.0,0.0
lwc342.jsonl.gz,2.0,0.0,0.0
allenjackman.jsonl.gz,2.0,0.0,0.0
merllogsdon.jsonl.gz,1.0,0.0,0.0
disqus_9aF9HJ1FcA.jsonl.gz,1.0,0.0,0.0
michael_goldstein.jsonl.gz,1.0,0.0,0.0
leroy_tubbs.jsonl.gz,1.0,0.0,0.0
Gonsol.jsonl.gz,1.0,0.0,0.0
disqus_zGNcQZYnsU.jsonl.gz,1.0,0.0,0.0
p23w.jsonl.gz,1.0,0.0,0.0
royreynolds.jsonl.gz,1.0,0.0,0.0
aquilinomorales.jsonl.gz,1.0,0.0,0.0
sterlingwulff.jsonl.gz,1.0,0.0,0.0
kevinorgantini.jsonl.gz,1.0,0.0,0.0
disqus_z9NEO4cKzB.jsonl.gz,2.0,0.0,0.0
disqus_keBbIyN1j7.jsonl.gz,1.0,0.0,0.0
christopherwoerner.jsonl.gz,1.0,0.0,0.0
